id	shit[0]	shit[1]	shit[2]	shit[3]	shit[4]	shit[5]	shit[6]	shit[7]	shit[8]
87	0	0	0	0	0	0	0	0	0
88	0	0	0	0	0	0	0	0	0
91	0	0	0	0	0	0	0	0	0
92	0	0	0	0	0	0	0	0	0
94	0	0	0	0	0	0	0	0	0
95	0	0	0	0	0	0	0	0	0
96	0	0	0	0	0	0	0	0	0
97	0	0	0	0	0	0	0	0	0
98	0	0	0	0	0	0	0	0	0
99	0	0	0	0	0	0	0	0	0
100	0	0	0	0	0	0	0	0	0
101	0	0	0	0	0	0	0	0	0
102	0	0	0	0	0	0	0	0	0
103	0	0	0	0	0	0	0	0	0
104	0	0	0	0	0	0	0	0	0
105	0	0	0	0	0	0	0	0	0
106	0	0	0	0	0	0	0	0	0
107	0	0	0	0	0	0	0	0	0
109	0	0	0	0	0	0	0	0	0
110	0	0	0	0	0	0	0	0	0
111	0	0	0	0	0	0	0	0	0
112	0	0	0	0	0	0	0	0	0
115	0	0	0	0	0	0	0	0	0
116	0	0	0	0	0	0	0	0	0
120	0	0	0	0	0	0	0	0	0
121	0	0	0	0	0	0	0	0	0
122	0	0	0	0	0	0	0	0	0
123	0	0	0	0	0	0	0	0	0
127	0	0	0	0	0	0	0	0	0
129	0	0	0	0	0	0	0	0	0
130	0	0	0	0	0	0	0	0	0
131	0	0	0	0	0	0	0	0	0
139	0	0	0	0	0	0	0	0	0
176	0	0	0	0	0	0	0	0	0
181	0	0	0	0	0	0	0	0	0
190	0	0	0	0	0	0	0	0	0
223	0	0	0	0	0	0	0	0	0
230	0	0	0	0	0	0	0	0	0
245	0	0	0	0	0	0	0	0	0
246	0	0	0	0	0	0	0	0	0
247	0	0	0	0	0	0	0	0	0
254	0	0	0	0	0	0	0	0	0
255	0	0	0	0	0	0	0	0	0
260	0	0	0	0	0	0	0	0	0
261	0	0	0	0	0	0	0	0	0
262	0	0	0	0	0	0	0	0	0
263	0	0	0	0	0	0	0	0	0
264	0	0	0	0	0	0	0	0	0
265	0	0	0	0	0	0	0	0	0
266	0	0	0	0	0	0	0	0	0
267	0	0	0	0	0	0	0	0	0
268	0	0	0	0	0	0	0	0	0
269	0	0	0	0	0	0	0	0	0
270	0	0	0	0	0	0	0	0	0
271	0	0	0	0	0	0	0	0	0
272	0	0	0	0	0	0	0	0	0
273	0	0	0	0	0	0	0	0	0
274	0	0	0	0	0	0	0	0	0
275	0	0	0	0	0	0	0	0	0
276	0	0	0	0	0	0	0	0	0
277	0	0	0	0	0	0	0	0	0
278	0	0	0	0	0	0	0	0	0
279	0	0	0	0	0	0	0	0	0
280	0	0	0	0	0	0	0	0	0
281	0	0	0	0	0	0	0	0	0
282	0	0	0	0	0	0	0	0	0
283	0	0	0	0	0	0	0	0	0
284	0	0	0	0	0	0	0	0	0
286	0	0	0	0	0	0	0	0	0
287	0	0	0	0	0	0	0	0	0
289	0	0	0	0	0	0	0	0	0
292	0	0	0	0	0	0	0	0	0
297	0	0	0	0	0	0	0	0	0
298	0	0	0	0	0	0	0	0	0
299	0	0	0	0	0	0	0	0	0
301	0	0	0	0	0	0	0	0	0
302	0	0	0	0	0	0	0	0	0
303	0	0	0	0	0	0	0	0	0
304	0	0	0	0	0	0	0	0	0
305	0	0	0	0	0	0	0	0	0
306	0	0	0	0	0	0	0	0	0
307	0	0	0	0	0	0	0	0	0
308	0	0	0	0	0	0	0	0	0
309	0	0	0	0	0	0	0	0	0
310	0	0	0	0	0	0	0	0	0
311	0	0	0	0	0	0	0	0	0
313	0	0	0	0	0	0	0	0	0
314	0	0	0	0	0	0	0	0	0
315	0	0	0	0	0	0	0	0	0
320	0	0	0	0	0	0	0	0	0
321	0	0	0	0	0	0	0	0	0
323	0	0	0	0	0	0	0	0	0
324	0	0	0	0	0	0	0	0	0
326	0	0	0	0	0	0	0	0	0
327	0	0	0	0	0	0	0	0	0
341	0	0	0	0	0	0	0	0	0
342	0	0	0	0	0	0	0	0	0
343	0	0	0	0	0	0	0	0	0
344	0	0	0	0	0	0	0	0	0
345	0	0	0	0	0	0	0	0	0
346	0	0	0	0	0	0	0	0	0
347	0	0	0	0	0	0	0	0	0
348	0	0	0	0	0	0	0	0	0
349	0	0	0	0	0	0	0	0	0
350	0	0	0	0	0	0	0	0	0
351	0	0	0	0	0	0	0	0	0
352	0	0	0	0	0	0	0	0	0
353	0	0	0	0	0	0	0	0	0
354	0	0	0	0	0	0	0	0	0
355	0	0	0	0	0	0	0	0	0
356	0	0	0	0	0	0	0	0	0
357	0	0	0	0	0	0	0	0	0
358	0	0	0	0	0	0	0	0	0
359	0	0	0	0	0	0	0	0	0
360	0	0	0	0	0	0	0	0	0
361	0	0	0	0	0	0	0	0	0
362	0	0	0	0	0	0	0	0	0
363	0	0	0	0	0	0	0	0	0
364	0	0	0	0	0	0	0	0	0
365	0	0	0	0	0	0	0	0	0
366	0	0	0	0	0	0	0	0	0
367	0	0	0	0	0	0	0	0	0
368	0	0	0	0	0	0	0	0	0
369	0	0	0	0	0	0	0	0	0
395	0	0	0	0	0	0	0	0	0
396	0	0	0	0	0	0	0	0	0
400	0	0	0	0	0	0	0	0	0
401	0	0	0	0	0	0	0	0	0
402	0	0	0	0	0	0	0	0	0
403	0	0	0	0	0	0	0	0	0
404	0	0	0	0	0	0	0	0	0
405	0	0	0	0	0	0	0	0	0
406	0	0	0	0	0	0	0	0	0
407	0	0	0	0	0	0	0	0	0
408	0	0	0	0	0	0	0	0	0
409	0	0	0	0	0	0	0	0	0
410	0	0	0	0	0	0	0	0	0
411	0	0	0	0	0	0	0	0	0
412	0	0	0	0	0	0	0	0	0
413	0	0	0	0	0	0	0	0	0
414	0	0	0	0	0	0	0	0	0
415	0	0	0	0	0	0	0	0	0
416	0	0	0	0	0	0	0	0	0
417	0	0	0	0	0	0	0	0	0
419	0	0	0	0	0	0	0	0	0
420	0	0	0	0	0	0	0	0	0
421	0	0	0	0	0	0	0	0	0
423	0	0	0	0	0	0	0	0	0
425	0	0	0	0	0	0	0	0	0
426	0	0	0	0	0	0	0	0	0
427	0	0	0	0	0	0	0	0	0
437	0	0	0	0	0	0	0	0	0
438	0	0	0	0	0	0	0	0	0
439	0	0	0	0	0	0	0	0	0
440	0	0	0	0	0	0	0	0	0
441	0	0	0	0	0	0	0	0	0
442	0	0	0	0	0	0	0	0	0
443	0	0	0	0	0	0	0	0	0
445	0	0	0	0	0	0	0	0	0
446	0	0	0	0	0	0	0	0	0
447	0	0	0	0	0	0	0	0	0
448	0	0	0	0	0	0	0	0	0
449	0	0	0	0	0	0	0	0	0
450	0	0	0	0	0	0	0	0	0
451	0	0	0	0	0	0	0	0	0
452	0	0	0	0	0	0	0	0	0
453	0	0	0	0	0	0	0	0	0
454	0	0	0	0	0	0	0	0	0
455	0	0	0	0	0	0	0	0	0
456	0	0	0	0	0	0	0	0	0
457	0	0	0	0	0	0	0	0	0
458	0	0	0	0	0	0	0	0	0
459	0	0	0	0	0	0	0	0	0
460	0	0	0	0	0	0	0	0	0
461	0	0	0	0	0	0	0	0	0
1002	0	0	0	0	0	0	0	0	0
1003	0	0	0	0	0	0	0	0	0
1004	0	0	0	0	0	0	0	0	0
1005	0	0	0	0	0	0	0	0	0
1006	0	0	0	0	0	0	0	0	0
1007	0	0	0	0	0	0	0	0	0
1008	0	0	0	0	0	0	0	0	0
1009	0	0	0	0	0	0	0	0	0
1010	0	0	0	0	0	0	0	0	0
1011	0	0	0	0	0	0	0	0	0
1012	0	0	0	0	0	0	0	0	0
1013	0	0	0	0	0	0	0	0	0
1015	0	0	0	0	0	0	0	0	0
1016	0	0	0	0	0	0	0	0	0
1018	0	0	0	0	0	0	0	0	0
1020	0	0	0	0	0	0	0	0	0
1027	0	0	0	0	0	0	0	0	0
1028	0	0	0	0	0	0	0	0	0
1031	0	0	0	0	0	0	0	0	0
1032	0	0	0	0	0	0	0	0	0
1033	0	0	0	0	0	0	0	0	0
1034	0	0	0	0	0	0	0	0	0
1035	0	0	0	0	0	0	0	0	0
1036	0	0	0	0	0	0	0	0	0
1040	0	0	0	0	0	0	0	0	0
1042	0	0	0	0	0	0	0	0	0
1043	0	0	0	0	0	0	0	0	0
1044	0	0	0	0	0	0	0	0	0
1045	0	0	0	0	0	0	0	0	0
1047	0	0	0	0	0	0	0	0	0
1048	0	0	0	0	0	0	0	0	0
1049	0	0	0	0	0	0	0	0	0
1050	0	0	0	0	0	0	0	0	0
1056	0	0	0	0	0	0	0	0	0
1059	0	0	0	0	0	0	0	0	0
1062	0	0	0	0	0	0	0	0	0
1064	0	0	0	0	0	0	0	0	0
1068	0	0	0	0	0	0	0	0	0
1069	0	0	0	0	0	0	0	0	0
1071	0	0	0	0	0	0	0	0	0
1072	0	0	0	0	0	0	0	0	0
1073	0	0	0	0	0	0	0	0	0
1074	0	0	0	0	0	0	0	0	0
1075	0	0	0	0	0	0	0	0	0
1077	0	0	0	0	0	0	0	0	0
1078	0	0	0	0	0	0	0	0	0
1083	0	0	0	0	0	0	0	0	0
1085	0	0	0	0	0	0	0	0	0
1086	0	0	0	0	0	0	0	0	0
1087	0	0	0	0	0	0	0	0	0
1090	0	0	0	0	0	0	0	0	0
1092	0	0	0	0	0	0	0	0	0
1095	0	0	0	0	0	0	0	0	0
1096	0	0	0	0	0	0	0	0	0
1097	0	0	0	0	0	0	0	0	0
1099	0	0	0	0	0	0	0	0	0
1100	0	0	0	0	0	0	0	0	0
1101	0	0	0	0	0	0	0	0	0
1102	0	0	0	0	0	0	0	0	0
1104	0	0	0	0	0	0	0	0	0
1105	0	0	0	0	0	0	0	0	0
1107	0	0	0	0	0	0	0	0	0
1108	0	0	0	0	0	0	0	0	0
1111	0	0	0	0	0	0	0	0	0
1126	0	0	0	0	0	0	0	0	0
1127	0	0	0	0	0	0	0	0	0
1128	0	0	0	0	0	0	0	0	0
1129	0	0	0	0	0	0	0	0	0
1139	0	0	0	0	0	0	0	0	0
1140	0	0	0	0	0	0	0	0	0
1141	0	0	0	0	0	0	0	0	0
1144	0	0	0	0	0	0	0	0	0
1145	0	0	0	0	0	0	0	0	0
1146	0	0	0	0	0	0	0	0	0
1147	0	0	0	0	0	0	0	0	0
1148	0	0	0	0	0	0	0	0	0
1151	0	0	0	0	0	0	0	0	0
1154	0	0	0	0	0	0	0	0	0
1155	0	0	0	0	0	0	0	0	0
1156	0	0	0	0	0	0	0	0	0
1157	0	0	0	0	0	0	0	0	0
1159	0	0	0	0	0	0	0	0	0
1160	0	0	0	0	0	0	0	0	0
1163	0	0	0	0	0	0	0	0	0
1164	0	0	0	0	0	0	0	0	0
1167	0	0	0	0	0	0	0	0	0
1168	0	0	0	0	0	0	0	0	0
1169	0	0	0	0	0	0	0	0	0
1170	0	0	0	0	0	0	0	0	0
1171	0	0	0	0	0	0	0	0	0
1172	0	0	0	0	0	0	0	0	0
1174	0	0	0	0	0	0	0	0	0
1175	0	0	0	0	0	0	0	0	0
1176	0	0	0	0	0	0	0	0	0
1177	0	0	0	0	0	0	0	0	0
1178	0	0	0	0	0	0	0	0	0
1181	0	0	0	0	0	0	0	0	0
1182	0	0	0	0	0	0	0	0	0
1183	0	0	0	0	0	0	0	0	0
1184	0	0	0	0	0	0	0	0	0
1189	0	0	0	0	0	0	0	0	0
1191	0	0	0	0	0	0	0	0	0
1201	0	0	0	0	0	0	0	0	0
1204	0	0	0	0	0	0	0	0	0
1206	0	0	0	0	0	0	0	0	0
1208	0	0	0	0	0	0	0	0	0
1209	0	0	0	0	0	0	0	0	0
1210	0	0	0	0	0	0	0	0	0
1213	0	0	0	0	0	0	0	0	0
1216	0	0	0	0	0	0	0	0	0
1217	0	0	0	0	0	0	0	0	0
1218	0	0	0	0	0	0	0	0	0
1219	0	0	0	0	0	0	0	0	0
1220	0	0	0	0	0	0	0	0	0
1222	0	0	0	0	0	0	0	0	0
1223	0	0	0	0	0	0	0	0	0
1224	0	0	0	0	0	0	0	0	0
1225	0	0	0	0	0	0	0	0	0
1226	0	0	0	0	0	0	0	0	0
1227	0	0	0	0	0	0	0	0	0
1228	0	0	0	0	0	0	0	0	0
1229	0	0	0	0	0	0	0	0	0
1230	0	0	0	0	0	0	0	0	0
1231	0	0	0	0	0	0	0	0	0
1232	0	0	0	0	0	0	0	0	0
1233	0	0	0	0	0	0	0	0	0
1234	0	0	0	0	0	0	0	0	0
1235	0	0	0	0	0	0	0	0	0
1236	0	0	0	0	0	0	0	0	0
1237	0	0	0	0	0	0	0	0	0
1238	0	0	0	0	0	0	0	0	0
1239	0	0	0	0	0	0	0	0	0
1240	0	0	0	0	0	0	0	0	0
1242	0	0	0	0	0	0	0	0	0
1243	0	0	0	0	0	0	0	0	0
1244	0	0	0	0	0	0	0	0	0
1245	0	0	0	0	0	0	0	0	0
1246	0	0	0	0	0	0	0	0	0
1247	0	0	0	0	0	0	0	0	0
1248	0	0	0	0	0	0	0	0	0
1249	0	0	0	0	0	0	0	0	0
1250	0	0	0	0	0	0	0	0	0
1251	0	0	0	0	0	0	0	0	0
1252	0	0	0	0	0	0	0	0	0
1253	0	0	0	0	0	0	0	0	0
1254	0	0	0	0	0	0	0	0	0
1255	0	0	0	0	0	0	0	0	0
1256	0	0	0	0	0	0	0	0	0
1257	0	0	0	0	0	0	0	0	0
1258	0	0	0	0	0	0	0	0	0
1259	0	0	0	0	0	0	0	0	0
1260	0	0	0	0	0	0	0	0	0
1261	0	0	0	0	0	0	0	0	0
1263	0	0	0	0	0	0	0	0	0
1264	0	0	0	0	0	0	0	0	0
1265	0	0	0	0	0	0	0	0	0
1266	0	0	0	0	0	0	0	0	0
1267	0	0	0	0	0	0	0	0	0
1268	0	0	0	0	0	0	0	0	0
1269	0	0	0	0	0	0	0	0	0
1271	0	0	0	0	0	0	0	0	0
1272	0	0	0	0	0	0	0	0	0
1273	0	0	0	0	0	0	0	0	0
1274	0	0	0	0	0	0	0	0	0
1275	0	0	0	0	0	0	0	0	0
1276	0	0	0	0	0	0	0	0	0
1277	0	0	0	0	0	0	0	0	0
1278	0	0	0	0	0	0	0	0	0
1279	0	0	0	0	0	0	0	0	0
1280	0	0	0	0	0	0	0	0	0
1281	0	0	0	0	0	0	0	0	0
1282	0	0	0	0	0	0	0	0	0
1284	0	0	0	0	0	0	0	0	0
1285	0	0	0	0	0	0	0	0	0
1286	0	0	0	0	0	0	0	0	0
1287	0	0	0	0	0	0	0	0	0
1288	0	0	0	0	0	0	0	0	0
1289	0	0	0	0	0	0	0	0	0
1290	0	0	0	0	0	0	0	0	0
1291	0	0	0	0	0	0	0	0	0
1292	0	0	0	0	0	0	0	0	0
1293	0	0	0	0	0	0	0	0	0
1294	0	0	0	0	0	0	0	0	0
1295	0	0	0	0	0	0	0	0	0
1296	0	0	0	0	0	0	0	0	0
1298	0	0	0	0	0	0	0	0	0
1299	0	0	0	0	0	0	0	0	0
1300	0	0	0	0	0	0	0	0	0
1301	0	0	0	0	0	0	0	0	0
1303	0	0	0	0	0	0	0	0	0
1304	0	0	0	0	0	0	0	0	0
1305	0	0	0	0	0	0	0	0	0
1306	0	0	0	0	0	0	0	0	0
1307	0	0	0	0	0	0	0	0	0
1308	0	0	0	0	0	0	0	0	0
1309	0	0	0	0	0	0	0	0	0
1310	0	0	0	0	0	0	0	0	0
1311	0	0	0	0	0	0	0	0	0
1323	0	0	0	0	0	0	0	0	0
1324	0	0	0	0	0	0	0	0	0
1325	0	0	0	0	0	0	0	0	0
1326	0	0	0	0	0	0	0	0	0
1327	0	0	0	0	0	0	0	0	0
1328	0	0	0	0	0	0	0	0	0
1329	0	0	0	0	0	0	0	0	0
1330	0	0	0	0	0	0	0	0	0
1331	0	0	0	0	0	0	0	0	0
1332	0	0	0	0	0	0	0	0	0
1333	0	0	0	0	0	0	0	0	0
1334	0	0	0	0	0	0	0	0	0
1335	0	0	0	0	0	0	0	0	0
1336	0	0	0	0	0	0	0	0	0
1337	0	0	0	0	0	0	0	0	0
1338	0	0	0	0	0	0	0	0	0
1339	0	0	0	0	0	0	0	0	0
1340	0	0	0	0	0	0	0	0	0
1341	0	0	0	0	0	0	0	0	0
1342	0	0	0	0	0	0	0	0	0
1343	0	0	0	0	0	0	0	0	0
1344	0	0	0	0	0	0	0	0	0
1345	0	0	0	0	0	0	0	0	0
1346	0	0	0	0	0	0	0	0	0
1347	0	0	0	0	0	0	0	0	0
1348	0	0	0	0	0	0	0	0	0
1349	0	0	0	0	0	0	0	0	0
1350	0	0	0	0	0	0	0	0	0
1351	0	0	0	0	0	0	0	0	0
1352	0	0	0	0	0	0	0	0	0
1353	0	0	0	0	0	0	0	0	0
1354	0	0	0	0	0	0	0	0	0
1355	0	0	0	0	0	0	0	0	0
1356	0	0	0	0	0	0	0	0	0
1357	0	0	0	0	0	0	0	0	0
1358	0	0	0	0	0	0	0	0	0
1359	0	0	0	0	0	0	0	0	0
1360	0	0	0	0	0	0	0	0	0
1361	0	0	0	0	0	0	0	0	0
1362	0	0	0	0	0	0	0	0	0
1363	0	0	0	0	0	0	0	0	0
1364	0	0	0	0	0	0	0	0	0
1365	0	0	0	0	0	0	0	0	0
1366	0	0	0	0	0	0	0	0	0
1367	0	0	0	0	0	0	0	0	0
1374	0	0	0	0	0	0	0	0	0
1375	0	0	0	0	0	0	0	0	0
1376	0	0	0	0	0	0	0	0	0
1380	0	0	0	0	0	0	0	0	0
1381	0	0	0	0	0	0	0	0	0
1382	0	0	0	0	0	0	0	0	0
1383	0	0	0	0	0	0	0	0	0
1384	0	0	0	0	0	0	0	0	0
1385	0	0	0	0	0	0	0	0	0
1386	0	0	0	0	0	0	0	0	0
1387	0	0	0	0	0	0	0	0	0
1388	0	0	0	0	0	0	0	0	0
1389	0	0	0	0	0	0	0	0	0
1390	0	0	0	0	0	0	0	0	0
1391	0	0	0	0	0	0	0	0	0
1392	0	0	0	0	0	0	0	0	0
1393	0	0	0	0	0	0	0	0	0
1394	0	0	0	0	0	0	0	0	0
1395	0	0	0	0	0	0	0	0	0
1396	0	0	0	0	0	0	0	0	0
1397	0	0	0	0	0	0	0	0	0
1398	0	0	0	0	0	0	0	0	0
1399	0	0	0	0	0	0	0	0	0
1400	0	0	0	0	0	0	0	0	0
1401	0	0	0	0	0	0	0	0	0
1402	0	0	0	0	0	0	0	0	0
1403	0	0	0	0	0	0	0	0	0
1404	0	0	0	0	0	0	0	0	0
1406	0	0	0	0	0	0	0	0	0
1407	0	0	0	0	0	0	0	0	0
1408	0	0	0	0	0	0	0	0	0
1409	0	0	0	0	0	0	0	0	0
1410	0	0	0	0	0	0	0	0	0
1411	0	0	0	0	0	0	0	0	0
1412	0	0	0	0	0	0	0	0	0
1413	0	0	0	0	0	0	0	0	0
1414	0	0	0	0	0	0	0	0	0
1415	0	0	0	0	0	0	0	0	0
1416	0	0	0	0	0	0	0	0	0
1417	0	0	0	0	0	0	0	0	0
1418	0	0	0	0	0	0	0	0	0
1419	0	0	0	0	0	0	0	0	0
1420	0	0	0	0	0	0	0	0	0
1421	0	0	0	0	0	0	0	0	0
1423	0	0	0	0	0	0	0	0	0
1424	0	0	0	0	0	0	0	0	0
1425	0	0	0	0	0	0	0	0	0
1426	0	0	0	0	0	0	0	0	0
1427	0	0	0	0	0	0	0	0	0
1428	0	0	0	0	0	0	0	0	0
1429	0	0	0	0	0	0	0	0	0
1430	0	0	0	0	0	0	0	0	0
2003	0	0	0	0	0	0	0	0	0
2004	0	0	0	0	0	0	0	0	0
2005	0	0	0	0	0	0	0	0	0
2008	0	0	0	0	0	0	0	0	0
2009	0	0	0	0	0	0	0	0	0
2011	0	0	0	0	0	0	0	0	0
2012	0	0	0	0	0	0	0	0	0
2013	0	0	0	0	0	0	0	0	0
2014	0	0	0	0	0	0	0	0	0
2025	0	0	0	0	0	0	0	0	0
2031	0	0	0	0	0	0	0	0	0
2032	0	0	0	0	0	0	0	0	0
2033	0	0	0	0	0	0	0	0	0
2034	0	0	0	0	0	0	0	0	0
2035	0	0	0	0	0	0	0	0	0
2036	0	0	0	0	0	0	0	0	0
2037	0	0	0	0	0	0	0	0	0
2038	0	0	0	0	0	0	0	0	0
2039	0	0	0	0	0	0	0	0	0
2040	0	0	0	0	0	0	0	0	0
2041	0	0	0	0	0	0	0	0	0
2042	0	0	0	0	0	0	0	0	0
2043	0	0	0	0	0	0	0	0	0
2044	0	0	0	0	0	0	0	0	0
2045	0	0	0	0	0	0	0	0	0
2046	0	0	0	0	0	0	0	0	0
2047	0	0	0	0	0	0	0	0	0
2048	0	0	0	0	0	0	0	0	0
2049	0	0	0	0	0	0	0	0	0
2050	0	0	0	0	0	0	0	0	0
2051	0	0	0	0	0	0	0	0	0
2052	0	0	0	0	0	0	0	0	0
2053	0	0	0	0	0	0	0	0	0
2054	0	0	0	0	0	0	0	0	0
2055	0	0	0	0	0	0	0	0	0
2056	0	0	0	0	0	0	0	0	0
2057	0	0	0	0	0	0	0	0	0
2058	0	0	0	0	0	0	0	0	0
2059	0	0	0	0	0	0	0	0	0
2061	0	0	0	0	0	0	0	0	0
2062	0	0	0	0	0	0	0	0	0
2063	0	0	0	0	0	0	0	0	0
2064	0	0	0	0	0	0	0	0	0
2065	0	0	0	0	0	0	0	0	0
2066	0	0	0	0	0	0	0	0	0
2067	0	0	0	0	0	0	0	0	0
2068	0	0	0	0	0	0	0	0	0
2069	0	0	0	0	0	0	0	0	0
2070	0	0	0	0	0	0	0	0	0
2071	0	0	0	0	0	0	0	0	0
2072	0	0	0	0	0	0	0	0	0
2073	0	0	0	0	0	0	0	0	0
2076	0	0	0	0	0	0	0	0	0
2094	0	0	0	0	0	0	0	0	0
2097	0	0	0	0	0	0	0	0	0
2098	0	0	0	0	0	0	0	0	0
2099	0	0	0	0	0	0	0	0	0
2100	0	0	0	0	0	0	0	0	0
2101	0	0	0	0	0	0	0	0	0
2102	0	0	0	0	0	0	0	0	0
2103	0	0	0	0	0	0	0	0	0
2122	0	0	0	0	0	0	0	0	0
2123	0	0	0	0	0	0	0	0	0
2124	0	0	0	0	0	0	0	0	0
2125	0	0	0	0	0	0	0	0	0
2126	0	0	0	0	0	0	0	0	0
2127	0	0	0	0	0	0	0	0	0
2128	0	0	0	0	0	0	0	0	0
2129	0	0	0	0	0	0	0	0	0
2130	0	0	0	0	0	0	0	0	0
2131	0	0	0	0	0	0	0	0	0
2132	0	0	0	0	0	0	0	0	0
2133	0	0	0	0	0	0	0	0	0
2134	0	0	0	0	0	0	0	0	0
2135	0	0	0	0	0	0	0	0	0
2140	0	0	0	0	0	0	0	0	0
2141	0	0	0	0	0	0	0	0	0
2142	0	0	0	0	0	0	0	0	0
2143	0	0	0	0	0	0	0	0	0
2144	0	0	0	0	0	0	0	0	0
2145	0	0	0	0	0	0	0	0	0
2146	0	0	0	0	0	0	0	0	0
2147	0	0	0	0	0	0	0	0	0
2148	0	0	0	0	0	0	0	0	0
2149	0	0	0	0	0	0	0	0	0
2150	0	0	0	0	0	0	0	0	0
2151	0	0	0	0	0	0	0	0	0
2152	0	0	0	0	0	0	0	0	0
2153	0	0	0	0	0	0	0	0	0
2154	0	0	0	0	0	0	0	0	0
2155	0	0	0	0	0	0	0	0	0
2156	0	0	0	0	0	0	0	0	0
2157	0	0	0	0	0	0	0	0	0
2158	0	0	0	0	0	0	0	0	0
2159	0	0	0	0	0	0	0	0	0
2160	0	0	0	0	0	0	0	0	0
2161	0	0	0	0	0	0	0	0	0
2162	0	0	0	0	0	0	0	0	0
2163	0	0	0	0	0	0	0	0	0
2164	0	0	0	0	0	0	0	0	0
2165	0	0	0	0	0	0	0	0	0
2166	0	0	0	0	0	0	0	0	0
2167	0	0	0	0	0	0	0	0	0
2168	0	0	0	0	0	0	0	0	0
2169	0	0	0	0	0	0	0	0	0
2170	0	0	0	0	0	0	0	0	0
2177	0	0	0	0	0	0	0	0	0
2178	0	0	0	0	0	0	0	0	0
2179	0	0	0	0	0	0	0	0	0
2180	0	0	0	0	0	0	0	0	0
2181	0	0	0	0	0	0	0	0	0
2182	0	0	0	0	0	0	0	0	0
2183	0	0	0	0	0	0	0	0	0
2184	0	0	0	0	0	0	0	0	0
2185	0	0	0	0	0	0	0	0	0
2186	0	0	0	0	0	0	0	0	0
2187	0	0	0	0	0	0	0	0	0
2213	0	0	0	0	0	0	0	0	0
2214	0	0	0	0	0	0	0	0	0
2230	0	0	0	0	0	0	0	0	0
2234	0	0	0	0	0	0	0	0	0
2240	0	0	0	0	0	0	0	0	0
2241	0	0	0	0	0	0	0	0	0
2242	0	0	0	0	0	0	0	0	0
2243	0	0	0	0	0	0	0	0	0
2244	0	0	0	0	0	0	0	0	0
2245	0	0	0	0	0	0	0	0	0
2246	0	0	0	0	0	0	0	0	0
2247	0	0	0	0	0	0	0	0	0
2272	0	0	0	0	0	0	0	0	0
2276	0	0	0	0	0	0	0	0	0
2280	0	0	0	0	0	0	0	0	0
2281	0	0	0	0	0	0	0	0	0
2282	0	0	0	0	0	0	0	0	0
2283	0	0	0	0	0	0	0	0	0
2284	0	0	0	0	0	0	0	0	0
2285	0	0	0	0	0	0	0	0	0
2286	0	0	0	0	0	0	0	0	0
2287	0	0	0	0	0	0	0	0	0
2288	0	0	0	0	0	0	0	0	0
2289	0	0	0	0	0	0	0	0	0
2305	0	0	0	0	0	0	0	0	0
2310	0	0	0	0	0	0	0	0	0
2311	0	0	0	0	0	0	0	0	0
2312	0	0	0	0	0	0	0	0	0
